ruleset,simulation_id,sim_type,roster,agent,w,eps,c,convergence_round
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.02,7,48
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.005,3,23
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.01,3,17
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.02,3,15
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.005,5,35
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.01,5,29
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.02,5,25
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.005,7,48
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.01,7,39
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.02,7,35
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.005,3,47
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.01,3,36
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.02,3,27
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.005,5,73
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.01,5,54
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.02,5,41
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.005,7,94
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.01,7,69
no_rule3_all_same_override,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.02,7,54
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.005,3,59
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.01,3,13
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.02,3,13
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.005,5,72
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.01,5,65
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.02,5,55
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.005,7,83
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.01,7,76
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.02,7,67
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.005,3,74
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.01,3,18
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.02,3,17
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.005,5,
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.01,5,78
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.02,5,63
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.005,7,
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.01,7,94
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.02,7,78
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.005,3,68
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.01,3,16
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.02,3,16
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.005,5,91
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.01,5,74
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.02,5,59
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.005,7,
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.01,7,89
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.02,7,74
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.005,3,22
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.01,3,20
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.02,3,18
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.005,5,63
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.01,5,29
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.02,5,28
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.005,7,74
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.01,7,63
no_rule3_all_same_override,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.02,7,37
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.005,3,48
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.01,3,34
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.02,3,26
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.005,5,67
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.01,5,54
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.02,5,41
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.005,7,88
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.01,7,68
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.02,7,54
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.005,3,44
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.01,3,32
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.02,3,25
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.005,5,61
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.01,5,48
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.02,5,39
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.005,7,77
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.01,7,62
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.02,7,51
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.005,3,52
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.01,3,39
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.02,3,31
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.005,5,82
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.01,5,59
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.02,5,46
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.01,7,76
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.02,7,59
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.005,3,32
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.01,3,26
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.02,3,20
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.005,5,48
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.01,5,39
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.02,5,32
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.005,7,63
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.01,7,51
no_rule3_all_same_override,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.02,7,43
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.005,3,65
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.01,3,45
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.02,3,34
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.005,5,91
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.01,5,68
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.02,5,52
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.005,7,
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.01,7,87
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.02,7,66
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,33
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,26
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,17
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,52
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,39
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,31
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,69
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,53
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,43
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,55
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,39
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,30
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,80
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,62
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,46
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,78
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.02,7,60
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.005,3,46
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.01,3,32
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,10,0.02,3,23
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.005,5,67
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.01,5,51
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,20,0.02,5,38
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.005,7,83
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.01,7,66
no_rule3_all_same_override,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Random 1,30,0.02,7,52
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.005,3,14
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.01,3,14
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,10,0.02,3,14
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.005,5,24
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.01,5,24
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,20,0.02,5,24
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.005,7,34
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.01,7,34
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Self Copier,30,0.02,7,34
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,28
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,23
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,19
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,47
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,36
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,30
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,62
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,48
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,41
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,31
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,25
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,20
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.005,5,48
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.01,5,38
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,20,0.02,5,32
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.005,7,61
no_rule3_all_same_override,14,3v1,Self Copier | Frequency Copier | Anti Copier | Random,Anti Copier,30,0.01,7,50
